site,transect,GIS_id,demog_id,window,max.ht,max.w,perp.w,max.ht.dead,max.w.dea,perp.w.dead,notes,outwindow
MOD,3,,,90,61,79,75,,,,,
MOD,3,,,90,69,98,76,,,,,
MOD,3,,,90,83,122,96,,,,,
MOD,3,,,90,73,88,54,,,,,
MOD,3,,,90,63,84,79,,,,,
MOD,3,,,90,62,92,77,,,,,
MOD,3,,,95,27,19,19,,,,,
MOD,3,,,95,29,24,24,,,,,
MOD,3,,,95,58,63,43,,,,,
MOD,3,,,95,21,23,13,,,,,
MOD,3,,,95,29,35,33,,,,,
MOD,3,,,95,28,38,27,,,,,
MOD,3,,,95,37,46,36,,,,,
MOD,3,,,165,93,167,156,,,,,
MOD,3,,,95,55,49,47,,,,,
MOD,3,,,95,41,53,41,,,,,
MOD,3,,,95,27,31,22,,,,,
MOD,3,,,95,67,119,104,,,,,
MOD,3,,,95,34,44,40,,,,,
MOD,3,,,100,59,98,75,,,,,
MOD,3,,,100,55,49,30,,,,,
MOD,3,,,100,44,24,24,,,,,
MOD,3,,,100,57,59,43,,,,,
MOD,3,,,100,45,45,43,,,,,
MOD,3,,,100,66,93,65,,,,,
MOD,3,,,100,58,64,49,,,,,
MOD,3,,,100,56,57,68,,,,,
MOD,3,,,100,56,58,52,,,,,
MOD,3,,1,100,62,75,73,,,,,
MOD,3,,2,100,45,59,45,,,,,
MOD,3,,3,95,56,65,54,,,,,
MOD,3,,4,100,60,81,58,,,,,
MOD,3,,5,100,64,80,77,,,,,
MOD,3,,6,100,66,68,61,,,,,
MOD,3,,7,100,63,93,65,,,,,
MOD,3,,8,100,71,102,100,,,,,
MOD,3,,9,105,81,103,99,,,,,
MOD,3,,10,105,73,116,111,,,,,
MOD,3,,,110,75,104,102,,,,,
MOD,3,,,110,89,114,109,,,,,
MOD,3,,,110,62,74,44,,,,,
MOD,3,,,110,73,93,90,,,,,
MOD,3,,,115,73,72,64,,,,,
MOD,3,,,115,70,83,66,,,,,
MOD,3,,,115,71,106,84,,,,,
MOD,3,,,115,69,56,41,,,,,
MOD,3,,,115,53,90,82,,,,,
MOD,3,,,285,79,116,94,,,,,
MOD,3,,,120,48,78,56,,,,,
MOD,3,,,120,44,65,41,,,,,
MOD,3,,,120,64,87,51,,,,,
MOD,3,,,120,41,51,38,,,,,
MOD,3,,,120,57,94,87,,,,,
MOD,3,,,120,33,35,23,,,,,
MOD,3,,,120,48,72,68,,,,,
MOD,3,,,120,46,62,53,,,,,
MOD,3,,,125,45,59,46,,,,,
MOD,3,,,125,47,65,62,,,,,
MOD,3,,,125,53,83,74,,,,,
MOD,3,,,125,66,124,99,,,,,
MOD,3,,,125,69,115,107,,,,,
MOD,3,,,125,86,96,86,,,,,
MOD,3,,1,145,85,137,123,,,,,
MOD,3,,2,150,96,157,150,,,,,
MOD,3,,3,155,84,134,127,,,,,
MOD,3,,4,160,98,178,124,,,,,
MOD,3,,1,250,25,36,33,,,,,
MOD,3,,2,250,116,149,142,,,,,
MOD,3,,3,250,44,77,63,,,,,
SLP,1,,1,0,39,50,30,,,,,
SLP,1,,2,0,42,52,41,,,,,
SLP,1,,3,0,82,78,62,,,,,
SLP,1,,4,0,47,80,68,,,,,
SLP,1,,5,0,50,57,49,,,,,
SLP,1,,6,0,78,85,73,,,,,
SLP,1,,,0,55,72,45,,,,,
SLP,1,,,0,51,62,58,,,,,
SLP,1,,,0,59,63,46,,,,,
SLP,1,,,0,43,57,50,,,,,
SLP,1,,,0,52,49,28,,,,,
SLP,1,,7,5,45,82,80,,,,,
SLP,1,,8,5,81,86,62,,,,,
SLP,1,,9,5,42,57,34,,,,,
SLP,1,,10,5,33,45,39,,,,,
SLP,1,,,5,72,97,78,,,,,
SLP,1,,,5,66,99,98,,,,,
SLP,1,,,5,88,97,66,,,,,
SLP,1,,,5,68,101,73,,,,,
SLP,1,,,5,44,48,46,,,,,
SLP,1,,,5,60,59,49,,,,,
SLP,1,,,5,68,88,52,,,,,
SLP,1,,,5,48,67,49,,,,,
SLP,1,,,10,46,63,48,,,,,
SLP,1,,,10,68,94,87,,,,,
SLP,1,,,10,32,47,45,,,,,
SLP,1,,,10,68,102,85,,,,,
SLP,1,,,10,108,172,165,,,,,
SLP,1,,,10,83,59,49,,,,,
SLP,1,,,10,59,87,80,,,,,
SLP,1,,,10,60,61,56,,,,,
SLP,1,,,10,86,57,38,,,,,
SLP,1,,,15,63,114,85,,,,,
SLP,1,,,15,52,92,76,,,,,
SLP,1,,,15,37,50,41,,,,,
SLP,1,,,15,73,74,53,,,,,
SLP,1,,,15,94,74,58,,,,,
SLP,1,,,15,51,50,38,,,,,
SLP,1,,,15,84,85,54,,,,,
SLP,1,,,20,16,12,10,,,,,
SLP,1,,,20,51,55,52,,,,,
SLP,1,,,15,95,73,53,,,,,
SLP,1,,,15,69,98,74,,,,,
SLP,1,,,15,98,113,87,,,,,
SLP,1,,,15,105,96,75,,,,,
SLP,1,,,20,68,84,67,,,,,
SLP,1,,,20,49,79,62,,,,,
SLP,1,,,20,44,62,51,,,,,
SLP,1,,,20,82,86,72,,,,,
SLP,1,,,20,113,163,112,,,,,
SLP,1,,,25,51,49,46,,,,,
SLP,1,,,25,75,119,74,,,,,
SLP,1,,,25,59,83,59,,,,,
SLP,1,,,25,72,89,69,,,,,
SLP,1,,,25,73,85,67,,,,,
SLP,1,,,25,85,85,78,,,,,
SLP,1,,,30,67,95,88,,,,,
SLP,1,,,30,53,79,50,,,,,
SLP,1,,,30,41,62,55,,,,,
SLP,1,,,25,78,55,53,,,,,
SLP,1,,,25,55,99,84,,,,,
SLP,1,,,25,57,93,83,,,,,
SLP,1,,,30,50,86,69,,,,,
SLP,1,,,30,37,71,56,,,,,
SLP,1,,,35,47,72,68,,,,,
SLP,1,,,35,46,67,54,,,,,
SLP,1,,,35,43,62,41,,,,,
SLP,1,,,35,52,45,43,,,,,
SLP,1,,,35,38,43,19,,,,,
SLP,1,,,35,35,32,33,,,,,
SLP,1,,,35,36,43,38,,,,,
SLP,1,,,35,32,40,30,,,,,
SLP,1,,,35,51,78,44,,,,,
SLP,1,,,35,61,83,80,,,,,
SLP,1,,,35,27,40,34,,,,,
SLP,1,,,35,25,39,25,,,,,
SLP,1,,,35,37,65,46,,,,,
SLP,1,,,35,52,65,62,,,,,
SLP,1,,,40,51,45,35,,,,,
SLP,1,,,35,59,78,66,,,,,
SLP,1,,,35,43,63,48,,,,,
SLP,1,,,35,38,48,42,,,,,
SLP,1,,,35,44,57,57,,,,,
SLP,1,,,35,45,61,57,,,,,
SLP,1,,,35,34,44,42,,,,,
SLP,1,,,40,49,69,63,,,,,
SLP,1,,,40,51,57,57,,,,,
SLP,1,,,40,23,38,26,,,,,
SLP,1,,,40,57,86,78,,,,,
SLP,1,,,40,41,82,59,,,,,
SLP,1,,,40,37,53,41,,,,,
SLP,1,,1,45,58,98,90,,,,,
SLP,1,,2,45,48,77,61,,,,,
SLP,1,,,45,41,85,76,,,,,
SLP,1,,,45,36,72,45,,,,,
SLP,1,,,45,53,72,64,,,,,
SLP,1,,,45,46,93,73,,,,,
SLP,1,,,40,50,75,70,,,,,
SLP,1,,3,50,41,57,51,,,,,
SLP,1,,4,50,56,87,55,,,,,
SLP,1,,5,50,76,73,73,,,,,
SLP,1,,,55,63,114,100,,,,,
SLP,1,,,55,63,72,39,,,,,
SLP,1,,,55,59,75,55,,,,,
SLP,1,,,55,53,72,66,,,,,
SLP,1,,6,55,58,77,67,,,,,
SLP,1,,7,55,61,84,75,,,,,
SLP,1,,8,55,56,101,99,,,,,
SLP,1,,9,55,58,88,68,,,,,
SLP,1,,10,55,57,56,54,,,,,
SLP,1,,,60,71,119,116,,,,,
SLP,1,,,65,57,115,77,,,,,
SLP,1,,,70,98,112,95,,,,,
SLP,1,,,70,43,57,54,,,,,
SLP,1,,,75,98,106,104,,,,,
SLP,1,,,75,65,113,111,,,,,
SLP,1,,,75,48,82,79,,,,,
SLP,1,,,80,49,106,89,,,,,
SLP,1,,,80,37,73,82,,,,,
SLP,1,,,70,80,152,139,,,,,
SLP,1,,,75,68,114,99,,,,,
SLP,1,,,80,57,103,100,,,,,
SLP,1,,,85,78,111,110,,,,,
SLP,1,,,85,24,29,25,,,,,
SLP,1,,,85,76,134,119,,,,,
SLP,1,,,85,63,98,88,,,,,
SLP,1,,,90,54,103,91,,,,,
SLP,1,,,90,59,143,96,,,,,
SLP,1,,,90,62,109,91,,,,,
SLP,1,,,95,66,150,144,,,,,
SLP,1,,,95,49,79,74,,,,,
SLP,1,,,90,71,106,90,,,,,
SLP,1,,,90,51,87,78,,,,,
SLP,1,,1,105,40,76,64,,,,,
SLP,1,,4,115,51,73,64,,,,,
SLP,1,,5,115,78,97,76,,,,,
SLP,1,,,120,81,157,142,,,,,
SLP,1,,,120,59,85,80,,,,,
SLP,1,,,125,175,251,202,,,,,
SLP,1,,,125,87,92,86,,,,,
SLP,1,,,125,54,98,82,,,,,
SLP,1,,,125,40,32,21,,,,,
SLP,1,,,125,44,44,41,,,,,
SLP,1,,,125,47,42,29,,,,,
SLP,1,,,125,60,46,37,,,,,
SLP,1,,,125,67,49,39,,,,,
SLP,1,,,125,87,177,104,,,,,
SLP,1,,,125,31,38,33,,,,,
SLP,1,,,125,39,36,20,,,,,
SLP,1,,,130,88,107,98,,,,,
SLP,1,,,125,32,16,12,,,,,
SLP,1,,,125,33,24,26,,,,,
SLP,1,,,125,31,22,14,,,,,
SLP,1,,,125,156,179,178,,,,,
SLP,1,,,130,180,175,165,,,,,
SLP,1,,,130,97,146,111,,,,,
SLP,1,,1,140,37,57,56,,,,,
SLP,1,,2,160,59,95,95,,,,,
SLP,1,,3,170,45,101,81,,,,,
SLP,1,,1,240,68,133,120,,,,,
SLP,1,,2,245,97,55,52,,,,,
SLP,1,,,250,142,348,200,,,,,
SLP,1,,,250,48,50,49,,,,,
SLP,1,,,295,74,77,76,,,,,
SLP,1,,,295,56,85,81,,,,,
SLP,1,,,295,80,111,102,,,,,
SLP,1,,,295,29,94,72,,,,,
SLP,1,,,295,56,59,53,,,,,
SLP,1,,,295,61,100,78,,,,,
SLP,1,,,295,53,80,78,,,,,
SLP,1,,1,295,27,31,26,,,,,
SLP,1,,2,295,49,74,72,,,,,
SLP,1,,3,300,53,75,66,,,,,
SLP,1,,4,300,58,76,68,,,,,
SLP,1,,5,300,56,86,72,,,,,
SLP,1,,,305,80,124,74,,,,,
SLP,1,,,305,77,80,46,,,,,
SLP,1,,,300,78,100,89,,,,,
SLP,1,,,305,142,194,133,,,,,
SLP,1,,,305,103,119,98,,,,,
SLP,1,,,305,128,80,63,,,,,
SLP,1,,,305,66,93,42,,,,,
SLP,1,,,305,59,100,75,,,,,
SLP,1,,,310,65,83,76,,,,,
SLP,1,,,305,121,87,79,,,,,
SLP,1,,,310,51,26,24,,,,,
SLP,1,,,305,153,138,69,,,,,
SLP,1,,,310,117,190,113,,,,,
SLP,1,,,310,78,94,81,,,,,
SLP,1,,,310,732,127,121,,,,,
SLP,1,,,310,66,88,64,,,,,
SLP,1,,,310,50,49,42,,,,,
SLP,1,,,310,92,84,60,,,,,
SLP,1,,,320,78,125,123,,,,,
SLP,1,,,335,83,134,119,,,,,
SLP,1,,,340,68,110,100,,,,,
SLP,1,,,340,45,59,48,,,,,
SLP,1,,,340,42,60,56,,,,,
SLP,1,,,340,53,83,76,,,,,
SLP,1,,,345,42,58,47,,,,,
SLP,1,,,345,39,73,45,,,,,
SLP,1,,1,350,60,93,83,,,,,
SLP,1,,2,350,53,76,62,,,,,
SLP,1,,3,345,60,87,77,,,,,
SLP,1,,4,345,35,43,34,,,,,
SLP,1,,5,340,45,67,62,,,,,
SLP,1,,6,355,62,92,89,,,,,
SLP,1,,,370,32,66,50,,,,,
SLP,1,,,370,108,123,97,,,,,
SLP,1,,,370,57,87,81,,,,,
SLP,1,,,370,112,171,167,,,,,
SLP,1,,,375,45,70,66,,,,,
SLP,1,,,370,50,47,37,,,,,
SLP,1,,,375,88,137,190,,,,,
SLP,1,,,380,87,157,142,,,,,
SLP,1,,1,435,32,46,36,,,,,
SLP,1,,2,435,24,42,42,,,,,
SLP,1,,3,440,14,14,10,,,,,
SLP,1,,4,445,55,87,83,,,,,
SLP,1,,5,445,44,64,63,,,,,
SLP,2,,1,0,35,71,58,,,,,
SLP,2,,2,0,38,56,47,,,,,
SLP,2,,3,0,71,90,62,,,,,
SLP,2,,4,0,41,83,60,,,,,
SLP,2,,5,0,32,47,37,,,,,
SLP,2,,6,0,52,556,49,,,,,
SLP,2,,7,0,68,91,74,,,,,
SLP,2,,,0,45,72,51,,,,,
SLP,2,,,0,39,65,56,,,,,
SLP,2,,,0,48,80,66,,,,,
SLP,2,,,0,48,70,67,,,,,
SLP,2,,,0,28,25,19,,,,,
SLP,2,,,0,85,121,39,,,,,
SLP,2,,,5,57,98,93,,,,,
SLP,2,,,5,75,92,62,,,,,
SLP,2,,,5,97,98,98,,,,,
SLP,2,,,5,94,63,38,,,,,
SLP,2,,,5,109,161,127,,,,,
SLP,2,,,5,87,74,43,,,,,
SLP,2,,8,5,109,133,99,,,,,
SLP,2,,9,5,95,91,71,,,,,
SLP,2,,10,5,101,122,88,,,,,
SLP,2,,,10,77,100,94,,,,,
SLP,2,,,10,84,90,74,,,,,
SLP,2,,,10,55,59,55,,,,,
SLP,2,,,10,56,102,81,,,,,
SLP,2,,,10,92,79,64,,,,,
SLP,2,,,10,67,79,76,,,,,
SLP,2,,,10,97,99,97,,,,,
SLP,2,,,10,52,121,98,,,,,
SLP,2,,,10,81,114,104,,,,,
SLP,2,,,10,93,124,97,,,,,
SLP,2,,,10,109,104,74,,,,,
SLP,2,,,15,108,109,95,,,,,
SLP,2,,,15,59,64,45,,,,,
SLP,2,,,15,74,86,84,,,,,
SLP,2,,,15,70,108,82,,,,,
SLP,2,,,15,117,89,78,,,,,
SLP,2,,,15,99,129,127,,,,,
SLP,2,,,15,52,58,55,,,,,
SLP,2,,,15,73,89,69,,,,,
SLP,2,,,15,106,97,96,,,,,
SLP,2,,,15,42,64,40,,,,,
SLP,2,,,15,82,82,52,,,,,
SLP,2,,,15,79,98,77,,,,,
SLP,2,,,20,80,87,69,,,,,
SLP,2,,,20,44,56,43,,,,,
SLP,2,,,20,89,129,94,,,,,
SLP,2,,,15,111,61,60,,,,,
SLP,2,,,15,45,59,51,,,,,
SLP,2,,,15,46,56,52,,,,,
SLP,2,,,15,75,57,64,,,,,
SLP,2,,,20,72,84,43,,,,,
SLP,2,,,20,91,113,90,,,,,
SLP,2,,,20,71,56,31,,,,,
SLP,2,,,20,117,124,113,,,,,
SLP,2,,,25,71,95,88,,,,,
SLP,2,,,25,68,84,70,,,,,
SLP,2,,,25,62,75,64,,,,,
SLP,2,,,25,62,75,53,,,,,
SLP,2,,,20,40,52,45,,,,,
SLP,2,,,20,72,88,65,,,,,
SLP,2,,,25,93,93,93,,,,,
SLP,2,,,25,56,100,75,,,,,
SLP,2,,,25,57,62,61,,,,,
SLP,2,,,25,35,52,44,,,,,
SLP,2,,,30,78,112,88,,,,,
SLP,2,,,30,92,129,118,,,,,
SLP,2,,,25,42,68,64,,,,,
SLP,2,,,30,119,132,101,,,,,
SLP,2,,,30,57,76,71,,,,,
SLP,2,,,35,67,97,88,,,,,
SLP,2,,,35,34,47,34,,,,,
SLP,2,,,35,43,82,65,,,,,
SLP,2,,,40,36,93,84,,,,,
SLP,2,,,40,46,66,35,,,,,
SLP,2,,,45,89,104,98,,,,,
SLP,2,,1,45,47,80,37,,,,,
SLP,2,,3,45,63,116,111,,,,,
SLP,2,,4,50,44,71,71,,,,,
SLP,2,,5,50,31,49,47,,,,,
SLP,2,,,70,89,110,91,,,,,
SLP,2,,,70,122,151,142,,,,,
SLP,2,,,70,68,89,59,,,,,
SLP,2,,,70,74,99,99,,,,,
SLP,2,,,80,110,178,139,,,,,
SLP,2,,,85,129,133,99,,,,,
SLP,2,,,85,160,210,186,,,,,
SLP,2,,5,105,32,59,52,,,,,
SLP,2,,6,100,14,33,26,,,,,
SLP,2,,,110,102,134,118,,,,,
SLP,2,,2-110-7,110,11,23,13,,,,,
SLP,2,,2-110-8,110,13,27,20,,,,,
SLP,2,,2-110-9,110,33,47,42,,,,,
SLP,2,,,120,49,75,59,,,,,
SLP,2,,,130,130,247,199,,,,,
SLP,2,,,140,25,29,18,,,,,
SLP,2,,2-110-10,110,7,5,5,,,,,
SLP,2,,2-110-11,110,10,17,12,,,,,
SLP,2,,,215,67,103,92,,,,,
SLP,2,,,215,13,22,17,,,,,
SLP,2,,,220,254,141,122,,,,,
SLP,2,,,230,113,142,123,,,,,
SLP,2,,,230,20,26,26,,,,,
SLP,2,,,230,24,42,39,,,,,
SLP,2,,1,255,71,126,120,,,,,
SLP,2,,,275,284,200,152,,,,,
SLP,2,,1,290,45,71,68,,,,,
SLP,2,,1,455,45,66,61,,,,,
SLP,2,,2,455,66,76,75,,,,,
SLP,2,,3,455,49,77,44,,,,,
SLP,2,,4,455,78,100,95,,,,,
SLP,2,,5,460,41,59,47,,,,,
SLP,3,,1,0,17,34,19,,,,,
SLP,3,,2,0,42,61,56,,,,,
SLP,3,,3,0,22,41,30,,,,,
SLP,3,,4,0,21,32,21,,,,,
SLP,3,,5,0,37,78,63,,,,,
SLP,3,,6,0,41,59,53,,,,,
SLP,3,,7,0,31,37,30,,,,,
SLP,3,,8,0,44,53,49,,,,,
SLP,3,,9,5,42,70,60,,,,,
SLP,3,,10,5,45,58,51,,,,,
SLP,3,,,5,47,53,458,,,,,
SLP,3,,,10,47,66,49,,,,,
SLP,3,,,10,44,32,29,,,,,
SLP,3,,,10,46,65,58,,,,,
SLP,3,,,10,59,85,75,,,,,
SLP,3,,,10,40,60,53,,,,,
SLP,3,,,15,38,42,35,,,,,
SLP,3,,,15,35,62,59,,,,,
SLP,3,,,15,26,38,24,,,,,
SLP,3,,,15,28,35,33,,,,,
SLP,3,,,15,52,63,54,,,,,
SLP,3,,,15,64,90,75,,,,,
SLP,3,,,15,84,109,102,,,,,
SLP,3,,,15,36,67,53,,,,,
SLP,3,,,15,33,45,42,,,,,
SLP,3,,,20,39,50,43,,,,,
SLP,3,,,20,44,54,38,,,,,
SLP,3,,,20,46,68,47,,,,,
SLP,3,,,20,43,48,34,,,,,
SLP,3,,,20,48,64,48,,,,,
SLP,3,,,20,56,75,69,,,,,
SLP,3,,,20,43,42,38,,,,,
SLP,3,,,20,41,31,31,,,,,
SLP,3,,,20,38,47,43,,,,,
SLP,3,,,25,48,77,66,,,,,
SLP,3,,,25,56,76,73,,,,,
SLP,3,,,25,27,40,33,,,,,
SLP,3,,,25,37,64,54,,,,,
SLP,3,,,25,53,72,66,,,,,
SLP,3,,,25,37,53,38,,,,,
SLP,3,,,25,44,73,66,,,,,
SLP,3,,,25,39,43,32,,,,,
SLP,3,,,25,45,52,52,,,,,
SLP,3,,,30,39,61,53,,,,,
SLP,3,,,25,37,54,34,,,,,
SLP,3,,,25,62,61,59,,,,,
SLP,3,,,30,41,75,70,,,,,
SLP,3,,,30,49,96,63,,,,,
SLP,3,,,30,42,70,46,,,,,
SLP,3,,,30,31,39,31,,,,,
SLP,3,,,30,52,67,53,,,,,
SLP,3,,,35,45,57,44,,,,,
SLP,3,,,35,48,50,44,,,,,
SLP,3,,,35,37,44,28,,,,,
SLP,3,,,35,41,58,51,,,,,
SLP,3,,,35,49,67,59,,,,,
SLP,3,,,35,40,53,46,,,,,
SLP,3,,,35,66,53,48,,,,,
SLP,3,,,40,51,65,63,,,,,
SLP,3,,,40,65,63,62,,,,,
SLP,3,,,40,47,83,68,,,,,
SLP,3,,,40,39,49,41,,,,,
SLP,3,,,40,49,66,59,,,,,
SLP,3,,,40,33,58,52,,,,,
SLP,3,,,45,42,70,37,,,,,
SLP,3,,,45,44,57,29,,,,,
SLP,3,,,45,45,56,55,,,,,
SLP,3,,,45,56,94,85,,,,,
SLP,3,,,35,66,97,83,,,,,
SLP,3,,,35,76,102,97,,,,,
SLP,3,,,40,24,36,25,,,,,
SLP,3,,,40,64,109,93,,,,,
SLP,3,,,45,47,80,56,,,,,
SLP,3,,,45,48,91,77,,,,,
SLP,3,,,45,39,46,42,,,,,
SLP,3,,,45,51,68,53,,,,,
SLP,3,,,45,42,56,46,,,,,
SLP,3,,,45,79,101,89,,,,,
SLP,3,,,45,57,93,80,,,,,
SLP,3,,,45,36,62,48,,,,,
SLP,3,,,45,42,67,54,,,,,
SLP,3,,1,50,64,71,59,,,,,
SLP,3,,2,50,72,110,103,,,,,
SLP,3,,3,50,43,63,37,,,,,
SLP,3,,4,50,52,66,48,,,,,
SLP,3,,5,50,44,57,45,,,,,
SLP,3,,6,50,71,79,72,,,,,
SLP,3,,7,50,42,50,44,,,,,
SLP,3,,8,55,48,77,69,,,,,
SLP,3,,9,55,47,68,67,,,,,
SLP,3,,10,55,62,73,69,,,,,
SLP,3,,,55,68,93,76,,,,,
SLP,3,,,55,52,74,65,,,,,
SLP,3,,,55,40,45,38,,,,,
SLP,3,,,55,69,95,90,,,,,
SLP,3,,,55,33,45,37,,,,,
SLP,3,,,55,33,44,37,,,,,
SLP,3,,,60,55,72,58,,,,,
SLP,3,,,60,43,66,54,,,,,
SLP,3,,,60,51,92,75,,,,,
SLP,3,,,60,56,79,70,,,,,
SLP,3,,,60,42,68,51,,,,,
SLP,3,,,65,44,77,70,,,,,
SLP,3,,,65,63,120,108,,,,,
SLP,3,,,65,62,101,101,,,,,
SLP,3,,,65,50,59,58,,,,,
SLP,3,,,65,77,107,102,,,,,
SLP,3,,,70,52,66,66,,,,,
SLP,3,,,70,56,103,103,,,,,
SLP,3,,,70,23,64,57,,,,,
SLP,3,,,75,69,130,123,,,,,
SLP,3,,,75,51,98,97,,,,,
SLP,3,,,75,50,85,73,,,,,
SLP,3,,,75,41,70,52,,,,,
SLP,3,,,80,63,126,72,,,,,
SLP,3,,,80,48,87,54,,,,,
SLP,3,,,80,53,64,58,,,,,
SLP,3,,,80,38,44,40,,,,,
SLP,3,,,80,36,59,56,,,,,
SLP,3,,,80,73,115,91,,,,,
SLP,3,,,80,119,107,104,,,,,
SLP,3,,,85,100,148,96,,,,,
SLP,3,,,95,108,107,112,,,,,
SLP,3,,,95,66,103,91,,,,,
SLP,3,,,95,48,73,67,,,,,
SLP,3,,,95,42,72,50,,,,,
SLP,3,,1,100,58,75,69,,,,,
SLP,3,,2,100,53,86,68,,,,,
SLP,3,,3,100,49,81,70,,,,,
SLP,3,,4,100,58,124,105,,,,,
SLP,3,,5,100,47,57,35,,,,,
SLP,3,,6,105,68,101,82,,,,,
SLP,3,,7,105,115,97,79,,,,,
SLP,3,,8,100,76,125,63,,,,,
SLP,3,,9,105,46,67,60,,,,,
SLP,3,,10,105,47,74,74,,,,,
SLP,3,,,105,38,67,38,,,,,
SLP,3,,,110,54,90,75,,,,,
SLP,3,,,110,39,53,52,,,,,
SLP,3,,,135,58,53,35,,,,,
SLP,3,,,135,99,98,6,,,,,
SLP,3,,,140,30,29,28,,,,,
SLP,3,,,140,8,11,11,,,,,
SLP,3,,,140,38,26,21,,,,,
SLP,3,,,140,13,16,11,,,,,
SLP,3,,,140,51,73,64,,,,,
SLP,3,,,140,116,114,98,,,,,
SLP,3,,,140,87,98,54,,,,,
SLP,3,,,140,93,152,136,,,,,
SLP,3,,,145,23,31,31,,,,,
SLP,3,,,145,33,32,28,,,,,
SLP,3,,,145,103,131,101,,,,,
SLP,3,,,145,36,47,32,,,,,
SLP,3,,,145,44,45,37,,,,,
SLP,3,,,145,49,38,33,,,,,
SLP,3,,,145,138,159,157,,,,,
SLP,3,,,145,54,53,52,,,,,
SLP,3,,1,150,60,98,95,,,,,
SLP,3,,2,150,105,108,98,,,,,
SLP,3,,3,150,121,200,198,,,,,
SLP,3,,4,155,115,166,135,,,,,
SLP,3,,5,155,71,140,133,,,,,
SLP,3,,6,160,71,142,130,,,,,
SLP,3,,7,165,76,148,107,,,,,
SLP,3,,8,165,29,23,19,,,,,
SLP,3,,9,165,47,65,56,,,,,
SLP,3,,,155,130,178,109,,,,,
SLP,3,,,155,108,148,89,,,,,
SLP,3,,,160,18,22,19,,,,,
SLP,3,,,160,80,105,79,,,,,
SLP,3,,,160,33,22,17,,,,,
SLP,3,,,170,51,91,81,,,,,
SLP,3,,,180,122,203,104,,,,,
SLP,3,,1,180,21,28,26,,,,,
SLP,3,,2,195,63,94,93,,,,,
SLP,3,,3,200,65,118,86,,,,,
SLP,3,,,290,83,132,131,,,,,
SLP,3,,,290,62,174,141,,,,,
SLP,3,,,210,73,105,77,,,,,
SLP,3,,,290,55,108,107,,,,,
SLP,3,,,290,54,148,120,,,,,
SLP,3,,,220,67,97,75,,,,,
SLP,3,,,285,29,35,29,,,,,
SLP,3,,,220,20,33,28,,,,,
SLP,3,,,220,67,93,82,,,,,
SLP,3,,,225,81,130,119,,,,,
SLP,3,,,250,63,88,84,,,,,
SLP,3,,,225,64,98,111,,,,,
SLP,3,,1,255,68,113,90,,,,,
SLP,3,,1,295,88,123,122,,,,,
PDC,1,,1,0,66,83,77,,,,,
PDC,1,,2,0,116,114,79,,,,,
PDC,1,,3,0,42,49,45,,,,,
PDC,1,,4,0,93,96,53,,,,,
PDC,1,,5,0,57,48,26,,,,,
PDC,1,,6,0,48,50,49,,,,,
PDC,1,,7,0,38,97,59,,,,,
PDC,1,,8,0,67,84,74,,,,,
PDC,1,,9,0,72,55,55,,,,,
PDC,1,,10,0,35,26,22,,,,,
PDC,1,,,0,40,39,22,,,,,
PDC,1,,,0,43,47,27,,,,,
PDC,1,,,0,37,41,37,,,,,
PDC,1,,,0,89,124,118,,,,,
PDC,1,,,0,44,72,88,,,,,
PDC,1,,,0,47,68,49,,,,,
PDC,1,,,0,74,78,56,,,,,
PDC,1,,,0,57,67,42,,,,,
PDC,1,,,0,58,67,58,,,,,
PDC,1,,,5,92,142,95,,,,,
PDC,1,,,5,45,58,51,,,,,
PDC,1,,,5,41,54,40,,,,,
PDC,1,,,5,51,57,52,,,,,
PDC,1,,,5,45,99,78,,,,,
PDC,1,,,5,41,53,45,,,,,
PDC,1,,,5,56,43,38,,,,,
PDC,1,,,5,44,62,54,,,,,
PDC,1,,,5,71,84,52,,,,,
PDC,1,,,5,71,92,84,,,,,
PDC,1,,,10,64,101,90,,,,,
PDC,1,,,10,34,53,43,,,,,
PDC,1,,,10,41,66,53,,,,,
PDC,1,,,10,74,113,106,,,,,
PDC,1,,,10,19,11,10,,,,,
PDC,1,,,10,53,62,39,,,,,
PDC,1,,,10,67,66,62,,,,,
PDC,1,,,10,71,106,96,,,,,
PDC,1,,,10,41,51,27,,,,,
PDC,1,,,10,42,50,32,,,,,
PDC,1,,,15,52,43,41,,,,,
PDC,1,,,15,51,54,34,,,,,
PDC,1,,,15,93,92,91,,,,,
PDC,1,,,15,62,143,94,,,,,
PDC,1,,,15,59,76,61,,,,,
PDC,1,,,15,92,80,73,,,,,
PDC,1,,,15,75,72,63,,,,,
PDC,1,,,15,62,84,73,,,,,
PDC,1,,,15,56,97,58,,,,,
PDC,1,,,15,61,91,82,,,,,
PDC,1,,,15,49,82,60,,,,,
PDC,1,,,20,85,103,87,,,,,
PDC,1,,,20,88,137,114,,,,,
PDC,1,,,20,67,84,81,,,,,
PDC,1,,,20,72,99,84,,,,,
PDC,1,,,25,85,143,108,,,,,
PDC,1,,,30,138,143,139,,,,,
PDC,1,,,35,58,81,80,,,,,
PDC,1,,,35,120,180,135,,,,,
PDC,1,,,40,122,211,200,,,,,
PDC,1,,,40,78,44,66,,,,,
PDC,1,,1,50,100,162,175,,,,,
PDC,1,,2,50,37,47,44,,,,,
PDC,1,,3,50,117,62,62,,,,,
